id,question 1,question 2,label
591,"Lực lượng nào sẽ thường trực sẵn sàng cứu nạn, cứu hộ?",Lực lượng nào đóng vai trò hậu cần trong cứu nạn cứu hộ,0
592,Trình tự thực hiện cấp mã số doanh nghiệp tự động được pháp luật quy định như thế nào?,Thủ tục cấp mã số doanh nghiệp tự động?,1
593,Việc đóng gói tiền mặt được quy định như thế nào?,Thủ tục đóng gói tiền mặt?,1
594,Việc niêm phong tiền mặt được quy định như thế nào?,Thủ tục niêm phong tiền mặt?,1
595,Việc giao nhận tiền mặt trong ngành Ngân hàng được quy định như thế nào?,Thủ tục giao nhận tiền mặt trong Ngân hàng?,1
596,Những dịch vụ hàng không nào do Nhà nước quy định mức giá?,Nhà nước quy định mức giá loại dịch vụ hàng không nào?,1
597,"Hồ sơ hải quan đối với xăng dầu, hóa chất, khí xuất khẩu, tái xuất bao gồm những gì?","Thủ tục hải quan đối với xăng dầu, hóa chất, khí xuất khẩu, tái xuất?",1
598,Trường hợp nào không được bố trí làm cán bộ quản lý kho quỹ ngân hàng?,Ai không được làm án bộ quản lý kho quỹ ngân hàng?,1
599,"Trường hợp nào được mở hộp chìa khóa dự phòng kho tiền, két sắt của ngân hàng?","Khi nào được phép mở hộp chìa khóa dự phòng kho tiền, két sắt của ngân hàng?",1
600,Đánh ghen mức nào thì bị xử lý hình sự?,Xử lý hình sự đối với hành vi đánh ghen như thế nào?,1
601,Quy định về phân loại nợ đối với Ngân hàng Phát triển,Phân loại nợ đối với Ngân hàng Phát triển như thế nào?,1
602,Cơ chế tự chủ tài chính của đơn vị sự nghiệp công là gì?,Quy định về cơ chế tự chủ tài chính của đơn vị sự nghiệp công,1
603,"Trình tự, thủ tục thực hiện để hỗ trợ người lao động ngừng việc do Covid-19",Hỗ trợ người lao động ngừng việc do Covid-19 được tiến hành như thế nào?,1
604,"Trình tự, thủ tục thực hiện để hỗ trợ người lao động ngừng việc do Covid-19","Đối tượng, điều kiện hỗ trợ cho người lao động ngừng việc do Covid-19",0
605,Cách xác định người có công giúp đỡ cách mạng,Tiêu chuẩn xác định người có công giúp đỡ cách mạng,1
606,Mã QR trên thẻ CCCD gắn chip có những thông tin gì?,Những thông tin chứa trong mã QR trên thẻ CCCD là gì?,1
607,Lựa chọn đất xây dựng khi quy hoạch xây dựng phải đảm bảo yêu cầu nào?, Khi quy hoạch xây dựng thì chọn đất phải đảm bảo điều gì?,1
608,"Quy trình, thủ tục, hồ sơ chi hỗ trợ nhân đạo từ Quỹ bảo hiểm xe cơ giới","Quy trình, thủ tục và hồ sơ chi trả hỗ trợ nhân đạo từ Quỹ bảo hiểm xe cơ giới",0
609,Cơ cấu tổ chức Hiệp hội Sáng tạo và Bản quyền tác giả Việt Nam?,Hiệp hội Sáng tạo và Bản quyền tác giả Việt Nam được tổ chức như thế nào?,1
610,Nội dung chi cho công tác thỏa thuận quốc tế mới nhất,Nội dung chi cho công tác điều ước quốc tế theo quy định mới,0
611,"Quy định về điều chỉnh cơ cấu vốn, tài sản của Ngân hàng Phát triển","Điều động vốn, tài sản của Ngân hàng phát triển được quy định như thế nào?",0
612,Kích thước bản sao y có bắt buộc bằng bản chính không?,quy định về bản chính và bản sao,1
613,Khi xảy ra tai nạn đường sắt thì phải làm gì?,Khi xảy ra tai nạn đường sắt thì có phải dừng tàu khẩn cấp không?,1
614,Viên chức thì có phải kê khai tài sản thu nhập hay không?,"quy định về người có nghĩa vụ kê khai tài sản, thu nhập",1
615,"Điều kiện, tiêu chuẩn để xác định là bệnh binh theo quy định mới?",Quy định về chế độ ưu đãi đối với bệnh binh mới nhất,0
616,Trách nhiệm giám sát dự án đầu tư sử dụng vốn nhà nước ngoài đầu tư công thuộc về ai?,Ai có trách nhiệm giám sát dự án đầu tư sử dụng vốn nhà nước ngoài đầu tư công,1
617,Bị phạt hành chính 18 triệu đồng có thể xin nộp phạt nhiều lần hay không?,Có thể xin nộp phạt nhiều lần khi bị phạt tài chính hay không?,1
618,"Tất cả sinh viên đang theo học đại học, cao đẳng sẽ được hỗ trợ vay vốn phải không?",Đối tượng sinh viên được hỗ trợ vay vốn?,1
619,Quy định về nội dung và mức chi thẩm định sách giáo khoa giáo dục phổ thông,Quy định về chi tổ chức họp thẩm định sách giáo khoa giáo dục phổ thông,0
620,Quy định về quy trình lập kế hoạch sử dụng đất kỳ đầu quốc gia,Quy trình lập kế hoạch sử dụng đất kỳ đầu quốc gia như thế nào?,1
621,Điều kiện để viên chức chuyên ngành Thông tin và Truyền thông thăng hạng chức danh nghề nghiệp từ hạng III lên hạng II?,Điều kiện để viên chức chuyên ngành Thông tin và Truyền thông thăng hạng chức danh nghề nghiệp hạng IV lên hạng III?,0
622,Yêu cầu đối với tin nhắn quảng cáo được quy định thế nào?, Tin nhắn quảng cáo phải đảm bảo những yêu cầu gì?,1
623,Mã số bảo hiểm y tế của một người có được giữ nguyên?,có quy định về cấu trúc mã thẻ BHYT,1
624,"Quy định về nhiệm vụ, quyền hạn của văn phòng Ủy ban nhân dân cấp tỉnh","Nhiệm vụ, quyền hạn của văn phòng Ủy ban nhân dân cấp tỉnh là gì?",1
625,Tổ chức bộ máy của Công an cấp tỉnh thì sẽ do người nào quy định?,Tổ chức bộ máy của Công an cấp tỉnh thì sẽ do ai quy định?,1
626,Có việc làm thì phải thông báo cho Trung tâm dịch vụ việc làm trong vòng bao nhiêu ngày?,Có việc làm thì có phải thông báo cho Trung tâm dịch vụ việc làm không?,1
627,Những chuyên ngành nào đủ điều kiện để được cấp Chứng chỉ định giá đất?,Để được chứng chỉ định giá đất phải có đủ các điều kiện gì?,1
628,Trên mặt có sẹo do tai nạn có phải đổi CCCD hay không?,Các trường hợp đổi thẻ Căn cước công dân?,1
629,Nhà chung cư nhiều chủ sở hữu thì mới phải lập Ban quản trị?,Quy định về Ban quản trị nhà chung cư,1
630,Đánh giá chương trình đầu tư công được thực hiện như thế nào?,Để đánh giá chương trình đầu tư công thì cần những gì?,1
631,Trách nhiệm Ủy ban nhân dân cấp huyện về chính sách trợ giúp xã hội đối với đối tượng bảo trợ xã hội?,Trách nhiệm Ủy ban nhân dân cấp xã về chính sách trợ giúp xã hội đối với đối tượng bảo trợ xã hội?,0
632,Những sinh viên nào khi tốt nghiệp có thể được tuyển chọn đào tạo sĩ quan dự bị?, Sinh viên khi tốt nghiệp đại học phải đảm bảo các điều kiện gì để được tuyển chọn đào tạo sĩ quan dự bị?,1
633,Thời gian đào tạo sĩ quan dự bị đối với người vừa hoàn thành nghĩa vụ quân sự?,Người vừa hoàn thành nghĩa vụ quân sự được đào tạo sĩ quan dự bị trong bao lâu?,1
634,Những tiêu chí thành lập chi cục và các tổ chức tương đương thuộc sở,Thành lập chi cục và các tổ chức tương đương thuộc sở thì cần những tiêu chí nào?,1
635,Quyết định khởi tố vụ án hình sự thì có cần phải ghi điều bao nhiêu hay không?,Có cần ghi điều bao nhiêu khi quyết định khởi tố vụ án hình sự không? ,1
636,Hướng dẫn thủ tục đăng ký lấy biển số xe máy,Thủ tục đăng ký lấy biển số xe máy,1
637,Lưu giữ thông tin tín dụng được quy định như thế nào?,Xử lý thông tin tín dụng được quy định như thế nào?,0
638,Lưu giữ thông tin tín dụng được quy định như thế nào?,Quy định lưu giữ thông tin tín dụng,1
639,"Việc xây dựng, tích hợp phương án phát triển cụm công nghiệp vào quy hoạch tỉnh được quy định ra sao?","Xây dựng, tích hợp phương án phát triển cụm công nghiệp vào quy hoạch tỉnh được quy định như thế nào?",1
640,"Ai có thẩm quyền đánh giá, xếp loại chất lượng công chức?","Quy định về thẩm quyền đánh giá, xếp loại chất lượng công chức",1
641,Quyền và nghĩa vụ của công ty thông tin tín dụng quy định như thế nào?,Nghĩa vụ của công ty thông tin tín dụng được quy định như thế nào?,0
642,"Trình tự đánh giá, xếp loại chất lượng công chức là cấp phó","Để đánh giá, xếp loại chất lượng công chức là cấp phó thì làm như thế nào?",1
643,Cá nhân kinh doanh nộp thuế theo từng lần phát sinh có phải thực hiện chế độ kế toán hay không?,Quy định phương pháp tính thuế đối với cá nhân kinh doanh nộp thuế theo từng lần phát sinh,1
644,Hồ sơ khai thuế khi cá nhân cho thuê tài sản trực tiếp khai thuế với cơ quan thuế?,Quy định hồ sơ khai thuế đối với cá nhân cho thuê tài sản trực tiếp khai thuế với cơ quan thuế,1
645,Hơn 60 tuổi có quyền hiến tạng nữa hay không?,Thông tin về quyền hiến tạng,1
646,"Ai có thẩm quyền phê duyệt phương án phòng cháy, chữa cháy?"," Quy định về thẩm quyền phê duyệt phương án phòng cháy, chữa cháy ",1
647,Phải có bằng lái xe B2 mới được thi bằng C đúng không?,Có bắt buộc có bằng lái xe B2 thì mới được thì bằng C?,1
648,"Thời hạn vay để mua, thuê mua nhà ở xã hội là bao lâu?","Mức lãi suất vay để mua, thuê mua nhà ở xã hội là bao nhiêu?",0
649,Làm điều dưỡng ở phòng khám tư chuyên khoa da liễu thì có được cấp chứng chỉ hành nghề hay không?,Quy định điều dưỡng viên muốn được cấp chứng chỉ hành nghề,1
650,Công ty phải gửi báo cáo y tế lao động vào thời gian nào?,Thời gian gửi báo cáo y tế tuyến cơ sở là khi nào?,1
651,Cách xác định người trúng tuyển viên chức khi có 2 người cùng điểm thi ở chỉ tiêu cuối cùng,Quy định về cách xác định người trúng tuyển trong kỳ thi tuyển viên chức ,1
652,Chủ tịch Hội đồng tuyển dụng viên chức có bắt buộc là người đứng đầu đơn vị sự nghiệp công lập hay không?,Có nhất thiết chủ tịch Hội đồng tuyển dụng viên chức  là người đứng đầu đơn vị sự nghiệp công lập hay không?,1
653,Khi ký kết hợp đồng EPC các bên phải thỏa thuận những nội dung gì?,Những nội dung mà khi ký kết hợp đồng EPC các bên phải thỏa thuận?,1
654,"Định nghĩa về hợp đồng xây dựng đơn giản, quy mô nhỏ","Hợp đồng xây dựng đơn giản, quy mô nhỏ là gì?",1
655,"Chức trách, nhiệm vụ đối với ngạch Văn thư viên trung cấp là công chức chuyên ngành văn thư?","Chức trách, nhiệm vụ đối với ngạch Văn thư viên trung cấp là công chức chuyên là  ngành văn thư là gì?",1
656,Sản phẩm thông tin tín dụng là gì?,Như thế nào là sản phẩm thông tin tín dụng?,1
657,Nguyên tắc cung cấp sản phẩm thông tin tín dụng được quy định như thế nào?,Nguyên tắc sử dụng sản phẩm thông tin tín dụng được quy định như thế nào?,0
658,Phát hiện trẻ bị bỏ rơi tại bệnh viện thì cần phải làm gì?,Quy định việc đăng ký khai sinh cho trẻ bị bỏ rơi ,1
659,Phát hiện trẻ bị bỏ rơi tại bệnh viện thì cần phải làm gì?,Phát hiện trẻ bị bỏ rơi thì phải làm gì?,1
660,Cử nhân luật thì có được bảo vệ cho người khởi kiện ở trước tòa hay không?,Ai thì được bảo vệ cho người khởi kiện ở trước tòa?,1
661,Luật sư vắng mặt tại phiên tòa giám đốc thẩm thì sẽ bị hoãn?,Phiên tòa giám đốc thẩm có bị hoãn khi Luật sư vắng mặt không?,1
662,Danh hiệu “Chiến sỹ thi đua cơ sở” ngành BHXH bao gồm những tiêu chuẩn nào?,Những tiêu chuẩn của Danh hiệu “Chiến sỹ thi đua cơ sở” ngành BHXH là gì?,1
663,Chế độ đối với liệt sĩ theo quy định mới gồm những chế độ gì?,Những chế độ đối với liệt sĩ theo quy định mới?,1
664,Điều kiện áp dụng đối với thuế suất thuế xuất khẩu ưu đãi theo Hiệp định UKVFTA?,Thuế suất thuế xuất khẩu ưu đãi theo Hiệp định UKVFTA được áp dụng với điều kiện gì?,1
665,Điều kiện áp dụng đối với thuế suất thuế xuất khẩu ưu đãi theo Hiệp định UKVFTA?,Điều kiện áp dụng về thuế suất thuế nhập khẩu ưu đãi đặc biệt theo Hiệp định UKVFTA?,0
666,Hiểu thế nào về cuộc đấu giá bán cổ phần không thành công?,Cuộc đấu giá bán cổ phần không thành công là như thế nào?,1
667,Mức hỗ trợ mai táng phí cho người hiến bộ phận cơ thể người?,Mai táng phí cho người hiến bộ phận cơ thể người có được hỗ trợ không?,1
668,"Nguyên tắc chung của việc xây dựng, sửa chữa, cải tạo cầu qua sông có đê?","Việc xây dựng, sửa chữa, cải tạo cầu qua sông có đê có nguyên tắc gì?",1
669,Mỗi phạm nhân thì sẽ được đặc xá bao nhiêu lần?,Số lần đặc xá của mỗi phạm nhân?,1
670,Thẩm quyền xử phạt VPHC của Đội trưởng thuộc Chi cục Hải quan trong lĩnh vực văn hóa và quảng cáo,Thẩm quyền xử phạt VPHC của Chi cục trưởng Chi cục Hải quan trong lĩnh vực văn hóa và quảng cáo,0
671,Mức phụ cấp đối với đội cấp cứu 115 vận chuyển người bị cách ly y tế là bao nhiêu?,Quy định về chế độ phụ cấp chống dịch áp dụng với đội cấp cứu 115 vận chuyển người bị cách ly,1
672,Di chúc của công dân Việt Nam đang ở nước ngoài có giá trị trong các trường hợp nào?,Các trường hợp có giá trị của di chúc của công dân Việt Nam đang ở nước ngoài?,1
673,Thủ tục lập di chúc tại nhà riêng được thực hiện như thế nào?,Thủ tục lập di chúc tại nhà riêng,1
674,Bao nhiêu tuổi thì có thể lập di chúc?,Độ tuổi có thể lập di chúc là bao nhiêu,1
675,Nội dung của di chúc thì có được viết tắt hay không?,Viết tắt khi viết di chúc có được không?,1
676,Mức phạt đối với người chờ đèn đỏ ở khu vực bóng râm?,Chờ đèn đỏ ở khu vực bóng râm bị phạt bao nhiêu?,1
677,"Nhiệm vụ quốc phòng, an ninh là như thế nào?","Như thế nào là nhiệm vụ quốc phòng, an ninh",1
678,Quy định về các hình thức tổ chức thi đua trong ngành BHXH,"Quy định về căn cứ xét thi đua, khen thưởng trong ngành BHXH",0
679,Vượt quá nồng độ cồn bị tạm giữ xe khi nào mới lấy lại được?,Thời gian tạm giữ xe khi vi phạm vượt quá nồng độ cồn,1
680,Trang trại quy mô lớn không cập nhật đầy đủ hồ sơ về việc sử dụng thức ăn chăn nuôi sẽ bị xử phạt bao nhiêu?,"Trang trại quy mô lớn không lưu giữ, cập nhật đầy đủ hồ sơ về quá trình hoạt động chăn nuôi bị phạt bao nhiêu?",0
681,Nội dung giải trình của cơ sở giáo dục phổ thông công lập trong quản lý các hoạt động giáo dục,Nội dung giải trình của cơ sở giáo dục mầm non trong quản lý các hoạt động giáo dục,0
682,Cơ quan nào cấp giấy phép vận chuyển hàng hóa nguy hiểm?,Giấy phép vận chuyển hàng hóa nguy hiểm do cơ quan nào cấp?,1
683,Cơ quan nào cấp giấy phép vận chuyển hàng hóa nguy hiểm?,Xin giấy phép vận chuyển hàng hóa nguy hiểm ở đâu?,1
684,Hồ sơ thu hồi chứng thư số chuyên dùng Ngành BHXH bao gồm những giấy tờ gì?,Hồ sơ thu hồi chứng thư số chuyên dùng Ngành BHXH gồm những văn bản nào?,1
685,Du học sinh về nước thuộc diện đi cách ly tập trung phải đóng phí là bao nhiêu?,Du học sinh về nước thuộc diện đi cách ly tập trung có phải đóng phí không?,1
686,Ai là người công bố di chúc?,Người nào có quyền công bố di chúc?,1
687,Mẫu báo cáo thực trạng quản trị và cơ cấu tổ chức doanh nghiệp 6 tháng/năm mới nhất,Quy định về mẫu báo cáo thực trạng quản trị và cơ cấu tổ chức doanh nghiệp theo năm,0
688,Kết quả xếp loại viên chức có được làm cơ sở xếp loại Đảng viên hay không?,Xếp loại Đảng viên có cần đến Kết quả xếp loại viên chức hay không? ,1
689,Có được hưởng BHYT khi đã đăng ký hiến tạng?,Khi đăng ký hiến tạng có đươc sử dụng BHYT không?,1
690,Người theo tôn giáo thì có được đăng ký dự tuyển viên chức không?,Người theo đạo thì có được đăng ký dự tuyển viên chức không?,1
691,Những vụ án giết người sẽ bắt buộc khám nghiệm tử thi phải không?,Những vụ án giết người có bắt buộc khám nghiệm tử thi  không?,1
692,Gây rối trật tự công cộng có bị ở tù hay không?,Tội gây rối trật tự công cộng bị phạt như thế nào?,1
693,"Người bệnh tại cơ sở KCB công lập được tham gia ý kiến, giám sát bằng hình thức gì?","Hình thức để người bệnh tại cơ sở KCB công lập được tham gia ý kiến, giám sát?",1
694,Báo cáo về dự án đầu tư bằng hình thức nào?,Hình thức để báo cáo về dự án đầu tư,1
695,Tài liệu xác định địa điểm thực hiện dự án đầu tư tại nước ngoài là loại giấy tờ nào?,Loại văn bản xác định địa điểm thực hiện dự án đầu tư tại nước ngoài là gì?,1
696,"Bến cảng, cầu cảng trong quá trình khai thác cần bảo đảm các yêu cầu nào?","Yêu cầu mà bến cảng, cầu cảng trong quá trình khai thác cần bảo đảm là gì?",1
697,Tất cả văn bản quy phạm pháp luật phải được thể hiện bằng tiếng Việt?,Tất cả văn bản quy phạm pháp luật được thể hiện bằng ngôn ngữ nào?,1
698,Đăng kí nguyện vọng xét tuyển vào đại học qua phương thức nào?,Làm sao để điều chỉnh nguyện vọng đăng ký xét tuyển vào đại học?,0
699,Tổ chức bị phạt hành chính bao nhiêu thì không cần lập biên bản?,Mức phạt hành chính mà không cần lập biên bản là bao nhiêu?,1
700,Áp dụng quản lý rủi ro trong quản lý về đăng ký thuế được quy định như thế nào?,Áp dụng quản lý rủi ro đối với người nộp thuế là hộ kinh doanh được quy định thế nào?,0
701,Quyền của cá nhân khai thác sử dụng tài nguyên nước,"Quyền, nghĩa vụ của tổ chức, cá nhân khai thác, sử dụng tài nguyên nước là gì?",1
702,Quyền của cá nhân khai thác sử dụng tài nguyên nước,Quy định về mức thu tiền cấp quyền khai thác tài nguyên nước hiện nay,0
703,Quyền của cá nhân khai thác sử dụng tài nguyên nước,Quy định về lộ trình tính giá dịch vụ sự nghiệp công sử dụng ngân sách nhà nước,0
704,Trình tự thực hiện đăng ký lại khai sinh có yếu tố nước ngoài,Cách thức thực hiện đăng ký lại khai sinh có yếu tố nước ngoài,0
705,Trình tự thực hiện đăng ký lại khai sinh có yếu tố nước ngoài,"Những giấy tờ, tài liệu có trong hồ sơ đăng ký lại khai sinh có yếu tố nước ngoài",0
706,Trình tự thực hiện đăng ký lại khai sinh có yếu tố nước ngoài,Quy trình thực hiện đăng ký lại khai sinh có yếu tố nước ngoài,1
707,Trình tự thực hiện đăng ký lại khai sinh có yếu tố nước ngoài,"Thủ tục đăng ký khai sinh có yếu tố nước ngoài cho người đã có hồ sơ, giấy tờ cá nhân",1
708,Người sử dụng lao động được sa thải người lao động trong những trường hợp nào?,Người lao động bị sa thải trong trường hợp nào?,1
709,Người sử dụng lao động được sa thải người lao động trong những trường hợp nào?,Trách nhiệm của người lao động,0
710,Người sử dụng lao động được sa thải người lao động trong những trường hợp nào?,Quy định về hội nghị người lao động,0
711,Tính tiền tăng ca cho người lao động?,Tính tiền làm thêm giờ cho người lao động,1
712,Đối tượng được vay cầm cố tại Ngân hàng Nhà nước, Ai được vay cầm cố tại Ngân hàng Nhà nước,1
713,Người lao động làm việc không trọn thời gian được quy định như thế nào?, Người lao động làm việc bán thời gian được quy định như thế nào?,1
714,Trình tự thực hiện đăng ký chấm dứt giám hộ có yếu tố nước ngoài, Quy trình thực hiện đang ký chấm dứt giám hộ có yếu tố nước ngoài,1
715,Trình tự thực hiện đăng ký chấm dứt giám hộ có yếu tố nước ngoài, Cách thức thực hiện đăng ký chấm dứt giám hộ có yếu tố nước ngoài,0
716,"Vệ sinh đối với người bệnh, người nhà người bệnh trong công tác kiểm soát nhiễm khuẩn trong các cơ sở khám bệnh, chữa bệnh","Vệ sinh đối với bệnh nhân, người nhà bệnh nhân trong công tác kiểm soát nhiễm khuẩn trong các cơ sở khám bệnh, chữa bệnh",1
717,"Vệ sinh đối với người bệnh, người nhà người bệnh trong công tác kiểm soát nhiễm khuẩn trong các cơ sở khám bệnh, chữa bệnh","Vệ sinh đối với người khỏe, người nhà người khỏe trong công tác kiểm soát nhiễm khuẩn trong các cơ sở khám bệnh, chữa bệnh",0
718,Quan hệ tình dục với người dưới 13 tuổi thì bị xử phạt bao nhiêu năm tù?,Quan hệ tình dục với trẻ em thì bị xử phạt bao nhiêu năm tù?,1
719,Quan hệ tình dục với người dưới 13 tuổi thì bị xử phạt bao nhiêu năm tù?,Quan hệ tình dục với trẻ con thì bị xử phạt bao nhiêu năm tù?,1
720,Quan hệ tình dục với người dưới 13 tuổi thì bị xử phạt bao nhiêu năm tù?,Quan hệ tình dục với người dưới 13 tuổi thì không bị xử phạt,0
721,Có được quảng cáo thuốc lá không?,Có được hút thuốc lá không?,0
722,Có được quảng cáo thuốc lá không?,Có được mua bán thuốc lá không?,0
723,Có được quảng cáo thuốc lá không?,Có được quảng bá thuốc lá không?,1
724,Con sinh ra có bắt buộc phải mang họ của cha hay không?,Con đẻ ra có bắt buộc phải mang họ của cha hay không?,1
725,Con sinh ra có bắt buộc phải mang họ của cha hay không?,Con sinh ra có bắt buộc phải mang họ của ba hay không?,1
726,Con sinh ra có bắt buộc phải mang họ của cha hay không?,Con sinh ra tự do mang tên của cha,0
727,Trợ cấp mai táng đối với quân nhân được quy định như thế nào?,Trợ cấp mai táng đối với công an được quy định như thế nào?,0
728,Trợ cấp mai táng đối với quân nhân được quy định như thế nào?,Trợ cấp mai táng đối với người dân được quy định như thế nào?,0
729,Trợ cấp mai táng đối với quân nhân được quy định như thế nào?,Trợ cấp an táng đối với quân nhân được quy định như thế nào?,1
730,Neo đậu tại vùng nước cảng quá 24 giờ không xin phép khi đã hoàn thành thủ tục xuất cảnh bị phạt bao nhiêu tiền?,Neo đậu tại vùng nước cảng quá một ngày không xin phép khi đã hoàn thành thủ tục xuất cảnh bị phạt bao nhiêu tiền?,1
731,Quy định về tên gọi của tàu bay,Quy định về tên gọi của tàu hỏa,0
732,Quy định về tên gọi của tàu bay,Quy định về tên gọi của tàu thủy,0
733,Quy định về tên gọi của tàu bay,Quy định về tên gọi của máy bay,1
734,Các nguyên tắc thực hiện công tác tàng thư căn cước công dân,Các nguyên tắc thực hiện công tác hủy bỏ căn cước công dân,0
735,Các nguyên tắc thực hiện công tác tàng thư căn cước công dân,Các quy định thực hiện công tác tàng thư căn cước công dân,1
736,Các nguyên tắc thực hiện công tác tàng thư căn cước công dân,Các nguyên tắc thực hiện công tác lưu trữ căn cước công dân,1
737,Các nguyên tắc thực hiện công tác tàng thư căn cước công dân,Các nguyên tắc thực hiện công tác tàng thư chứng minh nhân dân,1
738,Không đóng dấu khi xuất cảnh bị xử lý thế nào?,Không làm thủ tục khi xuất cảnh bị xử lý thế nào?,1
739,Người chấp hành xong án phạt tù có những quyền gì?,Người chấp hành xong án phạt tù có những nghĩa vụ gì?,0
740,Người chấp hành xong án phạt tù có những nghĩa vụ gì?,Người thi hành xong bản án phạt tù có những nghĩa vụ gì?,1
741,Người chấp hành xong án phạt tù có những quyền gì?,Người trốn án phạt tù có quyền gì?,0
742,Xây nhà bít hết lối đi của hàng xóm có được không?,Xây nhà chặn hết lối đi của hàng xóm có được không?,1
743,Xây nhà bít hết lối đi của hàng xóm có được không?,Xây nhà bít hết lối đi của người khác có được không?,1
744,Xây nhà bít hết lối đi của hàng xóm có được không?,Phá nhà của hàng xóm có được không?,0
745,Xây nhà bít hết lối đi của hàng xóm có được không?,Phá lối đi của hàng xóm có được không?,0
746,Rút sổ tiết kiệm ngân hàng của người đã chết không để lại di chúc như thế nào?,Làm sao rút được sổ tiết kiệm 2 tỷ đồng của bà nội đã qua đời?,0
747,Rút sổ tiết kiệm ngân hàng của người đã chết không để lại di chúc như thế nào?,Rút tố cáo thì có bắt buộc phải lập thành văn bản hay không?,0
748,Rút sổ tiết kiệm ngân hàng của người đã chết không để lại di chúc như thế nào?,Rút sổ tiết kiệm ngân hàng của người đã mất không để lại di chúc?,1
749,Ai được quyền khai nhận di sản thừa kế khi không có di chúc?,Người nào được quyền khai nhận di sản thừa kế khi không có di chúc?,1
750,Ai được quyền khai nhận di sản thừa kế khi không có di chúc?,Ai được quyền khai nhận di sản thừa kế khi không có chúc thư?,1
751,Ai được quyền khai nhận di sản thừa kế khi không có di chúc?,Hàng xóm được quyền khai nhận di sản thừa kế?,0
752,Kiểm soát điện thoại của chồng có phạm luật?,Đánh chồng có vi phạm pháp luật?,0
753,Kiểm soát điện thoại của chồng có phạm luật?,Chiếm giữ điện thoại của chồng có phạm luật?,0
754,Kiểm soát điện thoại của chồng có phạm luật?,Quản lý điện thoại của chồng có vi phạm luật?,1
755,Mức phạt vượt đèn đỏ của xe máy hiện nay là bao nhiêu?,Vượt đèn đỏ của xe máy hiện nay bị phạt bao nhiêu?,1
756,Mức phạt vượt đèn đỏ của xe máy hiện nay là bao nhiêu?,Mức thưởng vượt đèn đỏ của xe máy hiện nay là bao nhiêu?,0
757,Mức phạt vượt đèn đỏ của xe máy hiện nay là bao nhiêu?,Mức phạt vượt đèn đỏ của xe ô tô hiện nay là bao nhiêu?,0
758,Mức phạt vượt đèn đỏ của xe máy hiện nay là bao nhiêu?,Mức phạt vượt đèn đỏ của xe đạp hiện nay là bao nhiêu?,0
759,Những việc Thẩm phán không được làm là việc gì?,Những việc Thẩm phán được làm là việc gì?,0
760,Những việc Thẩm phán không được làm là việc gì?,Thẩm phán được làm việc gì?,0
761,Những việc Thẩm phán không được làm là việc gì?,Thẩm phán không được làm gì?,1
762,Bao nhiêu tuổi mới được kết nạp Đảng?,Độ tuổi kết nạp Đảng?,1
763,Bao nhiêu tuổi mới được kết nạp Đảng?,Bao nhiêu tuổi không được kết nạp Đảng?,0
764,Bao nhiêu tuổi mới được kết nạp Đảng?,Bao nhiêu tuổi mới được kết nạp Đoàn?,0
765,Khi nào được công nhận là Đảng viên chính thức?,Khi nào không được công nhận là Đảng viên?,0
766,Khi nào được công nhận là Đảng viên chính thức?,Khi nào được công nhận là Đoàn viên chính thức?,0
767,Khi nào được công nhận là Đảng viên chính thức?,Thời hạn được công nhận là Đảng viên chính thức?,1
768,Hành vi nói xấu doanh nghiệp bị xử lý như thế nào?,Hành vi nói tốt doanh nghiệp bị xử lý như thế nào?,0
769,Hành vi nói xấu doanh nghiệp bị xử lý như thế nào?,Nói xấu doanh nghiệp bị xử lý như thế nào?,1
770,Hành vi nói xấu doanh nghiệp bị xử lý như thế nào?,Việc nói xấu doanh nghiệp bị xử lý thế nào?,1
771,Đổi giấy phép lái xe cần giấy tờ gì?,Đổi giấy phép lái xe cần hồ sơ gì?,1
772,Đổi giấy phép lái xe cần giấy tờ gì?,Cấp mới giấy phép lái xe cần giấy tờ gì?,0
773,Đổi giấy phép lái xe cần giấy tờ gì?,Đổi giấy phép lái máy bay cần giấy tờ gì?,0
774,Đối tượng chịu sự kiểm tra hải quan là ai?,Hải quan chịu sự kiểm tra của ai?,0
775,Đối tượng chịu sự kiểm tra hải quan là ai?,Ai chịu sự kiểm tra hải quan?,1
776,Đối tượng chịu sự kiểm tra hải quan là ai?,Đối tượng chịu sự kiểm tra hải quân là ai?,0
777,Đối tượng chịu sự kiểm tra hải quan là ai?,Ai kiểm tra đối tượng chịu sự kiểm tra hải quan?,0
778,Giáo viên mầm non không bắt buộc phải đi dạy hè,Giáo viên mầm non không bắt buộc phải đi dạy học,0
779,Giáo viên mầm non không bắt buộc phải đi dạy hè,Giáo viên tiểu học không bắt buộc phải đi dạy hè,0
780,Giáo viên mầm non không bắt buộc phải đi dạy hè,Giáo viên trung học không bắt buộc phải đi dạy hè,0
781,Giáo viên mầm non không bắt buộc phải đi dạy hè,Giáo viên mầm non có phải đi dạy hè,1
782,Tham gia giao thông khi thấy đèn vàng,Tham gia giao thông khi thấy đèn đỏ,0
783,Tham gia giao thông khi thấy đèn vàng,Tham gia giao thông khi thấy đèn xanh,0
784,Tham gia giao thông khi thấy đèn vàng,Thấy tín hiệu đèn vàng khi tham gia giao thông,1
